OtsuT,KittlerT,LloydT,SungT,RidlerT,HuangT,RameshT,Li1T,Li2T,BrinkT,KapurT,SahooT,ShanbhagT,YenT,TsaiT
0.601961,0.762745,0.442344,0.692157,0.603499,0.590196,0.590196,0.548747,0.570588,0.645098,0.762745,0.761414,0.307843,0.770588,0.664706
0.668627,0.805882,0.492903,0.770588,0.668988,0.711765,0.62549,0.630731,0.645098,0.664706,0.696078,0.698522,0.464706,0.7,0.692157
0.633333,0.770588,0.450339,0.739216,0.634926,0.680392,0.609804,0.585052,0.605882,0.629412,0.778431,0.760207,0.417647,0.645098,0.656863
0.633333,0.735294,0.411362,0.703922,0.63483,0.62549,0.586275,0.546014,0.570588,0.598039,0.758824,0.737127,0.382353,0.601961,0.617647
0.609804,0.7,0.376329,0.676471,0.610769,0.601961,0.562745,0.512709,0.543137,0.558824,0.715686,0.734151,0.362745,0.743137,0.613725
0.586275,0.668627,0.347169,0.64902,0.588017,0.539216,0.578431,0.482074,0.554902,0.62549,0.7,0.713096,0.358824,0.723529,0.633333
0.55098,0.601961,0.297275,0.598039,0.549972,0.535294,0.554902,0.477772,0.511765,0.598039,0.652941,0.67416,0.398039,0.684314,0.645098
0.531373,0.570588,0.277168,0.57451,0.532896,0.433333,0.543137,0.459046,0.496078,0.582353,0.633333,0.651347,0.409804,0.660784,0.637255
0.519608,0.543137,0.257802,0.554902,0.518662,0.421569,0.523529,0.441479,0.480392,0.566667,0.62549,0.630454,0.441176,0.641176,0.629412
0.503922,0.511765,0.240947,0.535294,0.505227,0.405882,0.511765,0.425705,0.464706,0.566667,0.605882,0.618943,0.433333,0.629412,0.621569
0.488235,0.484314,0.224742,0.511765,0.492496,0.366667,0.511765,0.410111,0.44902,0.543137,0.594118,0.598727,0.445098,0.609804,0.617647
0.480392,0.456863,0.210269,0.5,0.480805,0.343137,0.562745,0.395406,0.437255,0.531373,0.57451,0.589644,0.460784,0.601961,0.605882
0.468627,0.429412,0.19599,0.484314,0.470422,0.335294,0.57451,0.381197,0.42549,0.531373,0.558824,0.579827,0.480392,0.594118,0.598039
0.456863,0.405882,0.184237,0.472549,0.461277,0.3,0.578431,0.369065,0.413725,0.523529,0.55098,0.566427,0.488235,0.578431,0.594118
0.452941,0.37451,0.171902,0.452941,0.452937,0.323529,0.566667,0.357351,0.405882,0.515686,0.539216,0.560204,0.496078,0.57451,0.582353
0.566667,0.633333,0.320366,0.621569,0.568003,0.547059,0.566667,0.457056,0.531373,0.609804,0.676471,0.687309,0.37451,0.696078,0.645098
0.445098,0.35098,0.160341,0.445098,0.445559,0.296078,0.562745,0.347665,0.394118,0.507843,0.527451,0.554741,0.503922,0.570588,0.578431
0.558824,0.601961,0.482154,0.590196,0.560295,0.570588,0.366667,0.552815,0.554902,0.433333,0.605882,0.60156,0.413725,0.605882,0.562745
0.503922,0.543137,0.418524,0.531373,0.504648,0.511765,0.37451,0.493943,0.496078,0.405882,0.55098,0.54769,0.358824,0.55098,0.515686
0.452941,0.492157,0.366945,0.480392,0.453669,0.456863,0.362745,0.442717,0.445098,0.394118,0.5,0.500708,0.319608,0.503922,0.472549
0.409804,0.445098,0.320901,0.437255,0.411351,0.409804,0.370588,0.396807,0.401961,0.398039,0.452941,0.454164,0.280392,0.456863,0.437255
0.370588,0.401961,0.284964,0.398039,0.37084,0.370588,0.652941,0.356916,0.362745,0.382353,0.413725,0.415441,0.24902,0.417647,0.401961
0.303922,0.327451,0.222474,0.327451,0.305131,0.303922,0.590196,0.290655,0.3,0.370588,0.347059,0.345927,0.205882,0.347059,0.347059
0.276471,0.3,0.198523,0.3,0.278251,0.280392,0.566667,0.263009,0.272549,0.366667,0.315686,0.315116,0.182353,0.315686,0.319608
0.252941,0.268627,0.175737,0.268627,0.253237,0.24902,0.539216,0.238294,0.245098,0.366667,0.292157,0.291002,0.166667,0.292157,0.296078
0.229412,0.245098,0.160603,0.24902,0.235096,0.229412,0.515686,0.216538,0.22549,0.362745,0.264706,0.267434,0.15098,0.268627,0.272549
0.209804,0.221569,0.140635,0.22549,0.211622,0.209804,0.492157,0.196921,0.205882,0.358824,0.241176,0.240598,0.139216,0.241176,0.252941
0.194118,0.198039,0.129151,0.205882,0.194255,0.190196,0.468627,0.179934,0.190196,0.343137,0.22549,0.228174,0.127451,0.229412,0.233333
0.178431,0.178431,0.113388,0.186275,0.178337,0.17451,0.44902,0.164232,0.17451,0.327451,0.205882,0.205281,0.119608,0.205882,0.217647
0.162745,0.162745,0.103563,0.170588,0.163682,0.154902,0.429412,0.150011,0.158824,0.311765,0.190196,0.190196,0.111765,0.190196,0.201961
0.15098,0.147059,0.092843,0.158824,0.15095,0.147059,0.409804,0.137656,0.147059,0.296078,0.178431,0.247167,0.103922,0.178431,0.186275
0.335294,0.362745,0.250613,0.358824,0.33606,0.339216,0.621569,0.321813,0.327451,0.37451,0.378431,0.376786,0.22549,0.378431,0.37451
0.139216,0.131373,0.083972,0.143137,0.139117,0.135294,0.394118,0.126321,0.135294,0.276471,0.162745,0.229096,0.1,0.162745,0.17451
0.680392,0.884314,0.527848,0.813725,0.683336,0.715686,0.609804,0.641928,0.656863,0.652941,0.860784,0.846022,0.366667,0.876471,0.680392
0.652941,0.864706,0.478218,0.786275,0.657535,0.684314,0.609804,0.595862,0.617647,0.629412,0.837255,0.819205,0.303922,0.852941,0.645098
0.633333,0.841176,0.43663,0.758824,0.633331,0.652941,0.586275,0.557078,0.582353,0.598039,0.813725,0.804807,0.264706,0.837255,0.609804
0.609804,0.821569,0.401207,0.735294,0.610674,0.62549,0.566667,0.523986,0.558824,0.629412,0.790196,0.769057,0.233333,0.809804,0.57451
0.586275,0.801961,0.372208,0.711765,0.587343,0.594118,0.582353,0.4968,0.547059,0.637255,0.77451,0.780391,0.205882,0.805882,0.547059
0.55098,0.758824,0.325029,0.668627,0.551587,0.531373,0.558824,0.46554,0.507843,0.617647,0.747059,0.746441,0.186275,0.770588,0.515686
0.535294,0.739216,0.308284,0.64902,0.535704,0.57451,0.55098,0.446761,0.492157,0.605882,0.727451,0.734233,0.178431,0.758824,0.507843
0.519608,0.715686,0.291354,0.629412,0.521234,0.531373,0.539216,0.432383,0.476471,0.598039,0.723529,0.727106,0.17451,0.75098,0.503922
0.507843,0.7,0.277193,0.609804,0.507739,0.578431,0.527451,0.416165,0.460784,0.590196,0.703922,0.711883,0.17451,0.735294,0.503922
0.496078,0.680392,0.265077,0.594118,0.49599,0.527451,0.511765,0.402481,0.44902,0.582353,0.684314,0.702818,0.178431,0.723529,0.507843
0.484314,0.656863,0.253996,0.578431,0.484487,0.476471,0.503922,0.388801,0.437255,0.570588,0.672549,0.689718,0.186275,0.711765,0.511765
0.472549,0.641176,0.244761,0.558824,0.473141,0.515686,0.492157,0.376338,0.42549,0.558824,0.664706,0.676018,0.205882,0.696078,0.515686
0.464706,0.617647,0.237253,0.547059,0.465009,0.464706,0.488235,0.365986,0.413725,0.55098,0.652941,0.66783,0.22549,0.688235,0.523529
0.452941,0.601961,0.230356,0.527451,0.454444,0.413725,0.484314,0.355232,0.409804,0.539216,0.645098,0.660995,0.241176,0.680392,0.523529
0.566667,0.778431,0.347604,0.688235,0.568215,0.562745,0.570588,0.470188,0.527451,0.629412,0.766667,0.757169,0.194118,0.782353,0.527451
0.445098,0.586275,0.225884,0.515686,0.446096,0.441176,0.476471,0.345013,0.394118,0.539216,0.641176,0.65161,0.245098,0.672549,0.531373
0.817647,0.911765,0.761709,0.841176,0.820399,0.845098,0.472549,0.810741,0.813725,0.641176,0.641176,0.641176,0.609804,0.641176,0.884314
0.790196,0.896078,0.723951,0.813725,0.791663,0.82549,0.507843,0.779304,0.782353,0.609804,0.590196,0.590196,0.535294,0.590196,0.864706
0.766667,0.880392,0.68907,0.790196,0.765745,0.805882,0.507843,0.749305,0.754902,0.770588,0.543137,0.85981,0.511765,0.872549,0.84902
0.739216,0.876471,0.656445,0.762745,0.741065,0.778431,0.480392,0.721019,0.727451,0.758824,0.84902,0.826466,0.480392,0.868627,0.829412
0.719608,0.852941,0.626011,0.743137,0.719578,0.747059,0.696078,0.693875,0.703922,0.739216,0.821569,0.855109,0.778431,0.860784,0.817647
0.676471,0.833333,0.570976,0.7,0.678279,0.743137,0.660784,0.644188,0.656863,0.703922,0.794118,0.811797,0.75098,0.817647,0.786275
0.660784,0.805882,0.546711,0.680392,0.661054,0.676471,0.645098,0.621796,0.637255,0.692157,0.782353,0.794787,0.731373,0.801961,0.770588
0.645098,0.594118,0.52468,0.668627,0.645185,0.688235,0.629412,0.601008,0.617647,0.676471,0.762745,0.783498,0.711765,0.790196,0.758824
0.629412,0.562745,0.503653,0.652941,0.630857,0.629412,0.617647,0.581005,0.601961,0.676471,0.747059,0.76743,0.692157,0.77451,0.743137
0.613725,0.527451,0.481412,0.7,0.615349,0.621569,0.605882,0.560749,0.578431,0.668627,0.735294,0.751962,0.676471,0.758824,0.735294
0.601961,0.496078,0.462241,0.727451,0.603211,0.641176,0.598039,0.542485,0.562745,0.645098,0.719608,0.739905,0.656863,0.747059,0.723529
0.586275,0.472549,0.445319,0.731373,0.592018,0.57451,0.598039,0.526645,0.554902,0.633333,0.703922,0.724363,0.641176,0.731373,0.715686
0.578431,0.445098,0.431371,0.731373,0.582882,0.578431,0.605882,0.51036,0.535294,0.633333,0.688235,0.711987,0.62549,0.719608,0.703922
0.566667,0.417647,0.412921,0.731373,0.574639,0.845098,0.601961,0.494873,0.527451,0.629412,0.680392,0.700301,0.613725,0.707843,0.696078
0.696078,0.845098,0.597949,0.719608,0.698,0.727451,0.676471,0.668882,0.680392,0.723529,0.809804,0.827865,0.770588,0.833333,0.798039
0.562745,0.390196,0.397637,0.731373,0.563383,0.864706,0.609804,0.479489,0.515686,0.613725,0.672549,0.698192,0.617647,0.707843,0.684314
0.711765,0.994118,0.614856,0.903922,0.713341,0.735294,0.688235,0.667561,0.684314,0.805882,0.966667,0.953788,0.429412,0.966667,0.715686
0.692157,0.994118,0.578863,0.884314,0.696738,0.688235,0.660784,0.624891,0.64902,0.813725,0.958824,0.944513,0.362745,0.958824,0.684314
0.672549,0.990196,0.547934,0.864706,0.671121,0.754902,0.645098,0.586504,0.617647,0.786275,0.943137,0.935177,0.323529,0.943137,0.645098
0.645098,0.994118,0.519321,0.864706,0.649359,0.790196,0.660784,0.560506,0.594118,0.786275,0.947059,0.928456,0.292157,0.947059,0.605882
0.633333,0.994118,0.494523,0.84902,0.634364,0.790196,0.633333,0.53108,0.57451,0.786275,0.939216,0.918705,0.260784,0.939216,0.570588
0.601961,0.994118,0.46078,0.829412,0.605316,0.876471,0.62549,0.514442,0.547059,0.809804,0.927451,0.914761,0.205882,0.927451,0.558824
0.594118,0.994118,0.448223,0.817647,0.599528,0.927451,0.598039,0.494143,0.543137,0.794118,0.923529,0.897294,0.178431,0.923529,0.594118
0.586275,0.990196,0.451038,0.809804,0.588004,0.923529,0.594118,0.477203,0.523529,0.801961,0.915686,0.901255,0.154902,0.915686,0.570588
0.570588,0.990196,0.438836,0.794118,0.57922,0.911765,0.696078,0.460997,0.511765,0.794118,0.907843,0.878746,0.135294,0.907843,0.617647
0.570588,0.990196,0.428195,0.782353,0.570701,0.907843,0.676471,0.445327,0.503922,0.790196,0.9,0.884076,0.115686,0.9,0.62549
0.562745,0.990196,0.418987,0.770588,0.563581,0.9,0.660784,0.439081,0.496078,0.782353,0.896078,0.863642,0.107843,0.896078,0.621569
0.554902,0.990196,0.414186,0.754902,0.563928,0.896078,0.641176,0.426768,0.496078,0.817647,0.888235,0.870818,0.096078,0.888235,0.609804
0.543137,0.986275,0.407731,0.747059,0.55788,0.892157,0.62549,0.417506,0.484314,0.805882,0.884314,0.86615,0.084314,0.884314,0.621569
0.547059,0.986275,0.401165,0.731373,0.552724,0.884314,0.609804,0.408048,0.480392,0.798039,0.876471,0.857561,0.080392,0.876471,0.605882
0.617647,0.994118,0.481193,0.837255,0.619269,0.829412,0.652941,0.5368,0.566667,0.82549,0.935294,0.911921,0.237255,0.935294,0.590196
0.543137,0.986275,0.39494,0.743137,0.555339,0.880392,0.594118,0.398838,0.472549,0.786275,0.872549,0.852893,0.072549,0.872549,0.590196
0.703922,0.907843,0.391118,0.845098,0.713065,0.868627,0.527451,0.625751,0.641176,0.566667,0.641176,0.639226,0.468627,0.641176,0.688235
0.707843,0.892157,0.324221,0.821569,0.727907,0.84902,0.535294,0.629513,0.645098,0.55098,0.590196,0.590196,0.417647,0.590196,0.660784
0.703922,0.876471,0.264451,0.798039,0.705841,0.833333,0.511765,0.602395,0.629412,0.511765,0.543137,0.546521,0.386275,0.547059,0.629412
0.684314,0.860784,0.211674,0.778431,0.685357,0.809804,0.496078,0.606303,0.64902,0.480392,0.480392,0.497454,0.354902,0.5,0.601961
0.660784,0.845098,0.157039,0.754902,0.666294,0.786275,0.468627,0.618562,0.637255,0.460784,0.456863,0.460247,0.335294,0.460784,0.578431
0.62549,0.809804,0.003922,0.715686,0.626737,0.743137,0.472549,0.582623,0.601961,0.437255,0.386275,0.462454,0.35098,0.476471,0.531373
0.601961,0.794118,0.003922,0.696078,0.609529,0.723529,0.464706,0.563922,0.582353,0.437255,0.362745,0.427489,0.315686,0.441176,0.511765
0.586275,0.778431,0.003922,0.676471,0.596002,0.692157,0.452941,0.548464,0.566667,0.409804,0.401961,0.417289,0.319608,0.421569,0.492157
0.578431,0.762745,0.003922,0.652941,0.579873,0.703922,0.44902,0.531845,0.55098,0.401961,0.382353,0.391527,0.307843,0.394118,0.472549
0.558824,0.743137,0.003922,0.641176,0.564458,0.680392,0.515686,0.512536,0.535294,0.398039,0.362745,0.377851,0.3,0.382353,0.456863
0.543137,0.727451,0.003922,0.62549,0.548803,0.64902,0.527451,0.497725,0.519608,0.378431,0.347059,0.359048,0.292157,0.362745,0.445098
0.535294,0.715686,0.003922,0.601961,0.536659,0.656863,0.515686,0.482271,0.507843,0.378431,0.335294,0.34992,0.280392,0.354902,0.42549
0.519608,0.7,0.003922,0.590196,0.525115,0.629412,0.511765,0.469401,0.488235,0.370588,0.319608,0.340193,0.268627,0.347059,0.417647
0.511765,0.680392,0.003922,0.578431,0.512978,0.601961,0.507843,0.453992,0.480392,0.35098,0.311765,0.514616,0.272549,0.601961,0.405882
0.645098,0.82549,0.005789,0.735294,0.645694,0.770588,0.480392,0.602541,0.621569,0.429412,0.417647,0.421037,0.331373,0.421569,0.55098
0.5,0.672549,0.394158,0.562745,0.501259,0.598039,0.5,0.442697,0.468627,0.354902,0.307843,0.497449,0.260784,0.586275,0.398039
0.652941,0.652941,0.620601,0.652941,0.666878,0.84902,0.668627,0.652043,0.652941,0.707843,0.766667,0.766667,0.531373,0.766667,0.782353
0.598039,0.598039,0.56808,0.598039,0.620086,0.82549,0.621569,0.600548,0.598039,0.660784,0.735294,0.734779,0.472549,0.735294,0.747059
0.55098,0.55098,0.524155,0.55098,0.578914,0.798039,0.578431,0.554811,0.55098,0.62549,0.696078,0.696078,0.437255,0.696078,0.711765
0.503922,0.503922,0.48022,0.503922,0.541731,0.77451,0.543137,0.513102,0.503922,0.590196,0.660784,0.660784,0.684314,0.660784,0.684314
0.464706,0.464706,0.442808,0.464706,0.5082,0.739216,0.507843,0.475242,0.464706,0.590196,0.629412,0.629412,0.562745,0.629412,0.656863
0.390196,0.358824,0.378634,0.390196,0.450428,0.692157,0.44902,0.409722,0.390196,0.543137,0.566667,0.566667,0.535294,0.566667,0.601961
0.42549,0.327451,0.350858,0.358824,0.427023,0.668627,0.464706,0.38135,0.358824,0.523529,0.543137,0.542952,0.519608,0.543137,0.578431
0.401961,0.3,0.325632,0.327451,0.402943,0.652941,0.433333,0.355644,0.327451,0.5,0.515686,0.515686,0.519608,0.515686,0.558824
0.382353,0.272549,0.302675,0.303922,0.386136,0.62549,0.437255,0.332269,0.303922,0.484314,0.492157,0.492157,0.609804,0.492157,0.535294
0.366667,0.24902,0.281487,0.276471,0.371379,0.605882,0.433333,0.310994,0.339216,0.464706,0.472549,0.472355,0.590196,0.472549,0.515686
0.354902,0.22549,0.262246,0.252941,0.360147,0.586275,0.437255,0.291827,0.319608,0.445098,0.44902,0.44902,0.570588,0.44902,0.496078
0.339216,0.201961,0.244074,0.233333,0.506099,0.566667,0.429412,0.274094,0.303922,0.433333,0.42549,0.42549,0.55098,0.42549,0.480392
0.331373,0.178431,0.227671,0.213725,0.505985,0.547059,0.413725,0.258324,0.292157,0.417647,0.409804,0.409599,0.531373,0.409804,0.464706
0.311765,0.158824,0.211982,0.198039,0.483831,0.523529,0.394118,0.465074,0.284314,0.401961,0.390196,0.390196,0.511765,0.390196,0.44902
0.42549,0.42549,0.40905,0.42549,0.477854,0.719608,0.476471,0.440833,0.42549,0.566667,0.598039,0.598039,0.613725,0.598039,0.629412
0.303922,0.139216,0.197583,0.460784,0.475415,0.515686,0.37451,0.45788,0.276471,0.386275,0.370588,0.370588,0.496078,0.370588,0.437255
0.786275,0.829412,0.729923,0.805882,0.785535,0.786275,0.472549,0.77552,0.778431,0.590196,0.911765,0.885807,0.527451,0.911765,0.884314
0.75098,0.794118,0.688793,0.77451,0.752439,0.75098,0.484314,0.73882,0.743137,0.805882,0.892157,0.86445,0.484314,0.892157,0.868627
0.723529,0.758824,0.6505,0.739216,0.721848,0.719608,0.719608,0.704295,0.711765,0.786275,0.872549,0.847825,0.547059,0.880392,0.84902
0.692157,0.723529,0.616259,0.711765,0.693531,0.692157,0.692157,0.671881,0.680392,0.766667,0.864706,0.863312,0.876471,0.864706,0.829412
0.668627,0.692157,0.584011,0.680392,0.667682,0.594118,0.664706,0.641787,0.652941,0.75098,0.845098,0.847599,0.476471,0.84902,0.817647
0.621569,0.62549,0.527506,0.62549,0.620403,0.464706,0.617647,0.585455,0.598039,0.727451,0.813725,0.816226,0.464706,0.817647,0.790196
0.598039,0.594118,0.501607,0.601961,0.599955,0.480392,0.598039,0.56046,0.578431,0.7,0.798039,0.80054,0.433333,0.801961,0.778431
0.578431,0.554902,0.478315,0.57451,0.580167,0.578431,0.578431,0.536646,0.554902,0.696078,0.782353,0.7884,0.62549,0.790196,0.766667
0.562745,0.535294,0.457228,0.554902,0.563061,0.562745,0.562745,0.514746,0.535294,0.676471,0.770588,0.77274,0.382353,0.77451,0.75098
0.547059,0.503922,0.43686,0.531373,0.546272,0.413725,0.547059,0.493142,0.511765,0.668627,0.758824,0.757449,0.629412,0.758824,0.739216
0.531373,0.476471,0.418491,0.503922,0.531066,0.523529,0.531373,0.473543,0.5,0.660784,0.747059,0.745316,0.656863,0.747059,0.723529
0.515686,0.44902,0.401355,0.488235,0.516399,0.303922,0.515686,0.455001,0.484314,0.64902,0.731373,0.729972,0.641176,0.731373,0.715686
0.5,0.421569,0.385459,0.468627,0.501458,0.5,0.503922,0.437542,0.468627,0.645098,0.719608,0.721411,0.64902,0.723529,0.707843
0.484314,0.398039,0.370933,0.44902,0.488916,0.484314,0.492157,0.421413,0.452941,0.633333,0.707843,0.709968,0.64902,0.711765,0.696078
0.641176,0.660784,0.554773,0.652941,0.643029,0.55098,0.641176,0.612622,0.62549,0.731373,0.829412,0.831913,0.5,0.833333,0.801961
0.476471,0.370588,0.356911,0.429412,0.476781,0.245098,0.476471,0.405692,0.441176,0.629412,0.692157,0.698181,0.64902,0.7,0.684314
0.727451,0.990196,0.588421,0.903922,0.735187,0.727451,0.676471,0.69115,0.696078,0.805882,0.966667,0.954832,0.547059,0.966667,0.676471
0.703922,0.986275,0.553334,0.884314,0.705512,0.703922,0.637255,0.651067,0.672549,0.813725,0.958824,0.944931,0.484314,0.958824,0.637255
0.680392,0.986275,0.52462,0.864706,0.682157,0.723529,0.645098,0.618968,0.637255,0.786275,0.943137,0.934413,0.429412,0.943137,0.598039
0.660784,0.982353,0.492198,0.864706,0.661675,0.762745,0.656863,0.588376,0.621569,0.786275,0.947059,0.92905,0.382353,0.947059,0.578431
0.641176,0.982353,0.469269,0.84902,0.642531,0.790196,0.64902,0.576129,0.601961,0.786275,0.927451,0.916623,0.339216,0.927451,0.554902
0.617647,0.97451,0.431023,0.82549,0.619381,0.813725,0.62549,0.532251,0.570588,0.801961,0.931373,0.907192,0.264706,0.931373,0.503922
0.605882,0.97451,0.418657,0.809804,0.607271,0.927451,0.605882,0.513646,0.554902,0.794118,0.923529,0.897808,0.237255,0.923529,0.472549
0.594118,0.970588,0.448801,0.809804,0.597958,0.923529,0.605882,0.497167,0.539216,0.778431,0.919608,0.891829,0.209804,0.919608,0.468627
0.590196,0.966667,0.437263,0.794118,0.588877,0.911765,0.590196,0.485968,0.527451,0.782353,0.907843,0.879557,0.186275,0.907843,0.503922
0.570588,0.966667,0.426381,0.782353,0.58037,0.907843,0.617647,0.471322,0.519608,0.77451,0.903922,0.87357,0.154902,0.903922,0.523529
0.570588,0.962745,0.417758,0.770588,0.573817,0.9,0.660784,0.461247,0.515686,0.766667,0.896078,0.864698,0.147059,0.896078,0.558824
0.570588,0.962745,0.411713,0.754902,0.570166,0.896078,0.641176,0.450318,0.503922,0.762745,0.892157,0.858719,0.131373,0.892157,0.566667
0.566667,0.958824,0.405853,0.747059,0.56786,0.892157,0.62549,0.440722,0.503922,0.754902,0.888235,0.853254,0.115686,0.888235,0.554902
0.562745,0.954902,0.399861,0.731373,0.563418,0.884314,0.609804,0.432829,0.492157,0.75098,0.880392,0.844382,0.103922,0.880392,0.570588
0.629412,0.978431,0.449279,0.837255,0.628011,0.770588,0.652941,0.553069,0.578431,0.766667,0.935294,0.913169,0.3,0.935294,0.535294
0.562745,0.954902,0.394223,0.719608,0.564501,0.880392,0.594118,0.430443,0.488235,0.786275,0.876471,0.838917,0.084314,0.876471,0.566667
0.719608,0.801961,0.677239,0.77451,0.719309,0.888235,0.433333,0.699752,0.703922,0.707843,0.794118,0.794118,0.582353,0.794118,0.809804
0.676471,0.762745,0.629667,0.739216,0.678,0.860784,0.652941,0.653112,0.660784,0.7,0.758824,0.758824,0.519608,0.758824,0.778431
0.641176,0.731373,0.587295,0.707843,0.643112,0.84902,0.613725,0.615636,0.62549,0.676471,0.727451,0.727451,0.476471,0.727451,0.75098
0.609804,0.7,0.549374,0.680392,0.610871,0.82549,0.570588,0.579069,0.590196,0.660784,0.692157,0.692157,0.57451,0.692157,0.719608
0.578431,0.660784,0.513959,0.64902,0.578836,0.801961,0.531373,0.544727,0.558824,0.637255,0.664706,0.664706,0.562745,0.664706,0.696078
0.523529,0.598039,0.451733,0.652941,0.526677,0.754902,0.507843,0.48199,0.5,0.590196,0.613725,0.617368,0.656863,0.617647,0.64902
0.503922,0.570588,0.42589,0.637255,0.503605,0.743137,0.492157,0.455602,0.476471,0.566667,0.590196,0.590055,0.535294,0.590196,0.629412
0.480392,0.547059,0.401112,0.617647,0.482198,0.715686,0.480392,0.431956,0.456863,0.558824,0.566667,0.566526,0.511765,0.566667,0.609804
0.464706,0.511765,0.383729,0.594118,0.464903,0.7,0.468627,0.408094,0.433333,0.527451,0.539216,0.546619,0.582353,0.547059,0.594118
0.445098,0.488235,0.36168,0.578431,0.446775,0.696078,0.460784,0.388172,0.417647,0.515686,0.523529,0.523382,0.554902,0.523529,0.57451
0.429412,0.460784,0.34428,0.562745,0.433071,0.672549,0.460784,0.368967,0.398039,0.492157,0.5,0.503624,0.535294,0.503922,0.558824
0.413725,0.437255,0.325208,0.558824,0.419249,0.668627,0.452941,0.351133,0.382353,0.476471,0.484314,0.487635,0.507843,0.488235,0.547059
0.401961,0.413725,0.308876,0.535294,0.403496,0.641176,0.437255,0.33392,0.366667,0.460784,0.464706,0.468163,0.480392,0.468627,0.531373
0.390196,0.394118,0.293325,0.527451,0.394349,0.633333,0.433333,0.3199,0.354902,0.456863,0.44902,0.452464,0.452941,0.452941,0.515686
0.55098,0.633333,0.48135,0.633333,0.551425,0.778431,0.5,0.5126,0.527451,0.613725,0.641176,0.641041,0.566667,0.641176,0.672549
0.37451,0.37451,0.280522,0.515686,0.380006,0.617647,0.413725,0.305792,0.347059,0.44902,0.429412,0.436744,0.429412,0.437255,0.5
0.684314,0.809804,0.52546,0.782353,0.717566,0.711765,0.609804,0.650011,0.660784,0.652941,0.688235,0.688235,0.488235,0.688235,0.7
0.684314,0.770588,0.47738,0.747059,0.684588,0.692157,0.609804,0.604956,0.62549,0.629412,0.645098,0.645098,0.441176,0.645098,0.660784
0.652941,0.739216,0.434529,0.715686,0.656783,0.62549,0.586275,0.567938,0.629412,0.586275,0.601961,0.601536,0.405882,0.601961,0.641176
0.629412,0.703922,0.395888,0.688235,0.630132,0.676471,0.547059,0.579559,0.601961,0.554902,0.715686,0.718581,0.386275,0.743137,0.645098
0.605882,0.672549,0.363142,0.660784,0.606443,0.586275,0.523529,0.555049,0.578431,0.519608,0.7,0.710034,0.386275,0.719608,0.660784
0.566667,0.605882,0.309398,0.613725,0.567083,0.55098,0.562745,0.505925,0.535294,0.594118,0.645098,0.664903,0.484314,0.672549,0.652941
0.547059,0.578431,0.285248,0.594118,0.548679,0.531373,0.55098,0.485936,0.515686,0.578431,0.629412,0.647384,0.42549,0.656863,0.645098
0.531373,0.547059,0.265797,0.570588,0.532669,0.456863,0.543137,0.46642,0.496078,0.566667,0.609804,0.628283,0.452941,0.637255,0.633333
0.519608,0.511765,0.246915,0.554902,0.519078,0.421569,0.539216,0.44734,0.480392,0.566667,0.598039,0.608923,0.441176,0.617647,0.62549
0.503922,0.488235,0.22967,0.535294,0.507293,0.417647,0.535294,0.431542,0.460784,0.539216,0.578431,0.589302,0.441176,0.598039,0.621569
0.492157,0.460784,0.215382,0.523529,0.496752,0.476471,0.543137,0.415355,0.452941,0.527451,0.558824,0.579405,0.445098,0.590196,0.613725
0.484314,0.437255,0.197564,0.507843,0.485133,0.441176,0.543137,0.402035,0.441176,0.515686,0.554902,0.560701,0.44902,0.570588,0.605882
0.472549,0.413725,0.18383,0.488235,0.476099,0.390196,0.55098,0.388494,0.429412,0.511765,0.543137,0.551128,0.44902,0.562745,0.594118
0.468627,0.386275,0.170236,0.484314,0.467882,0.358824,0.554902,0.375567,0.417647,0.503922,0.527451,0.540382,0.460784,0.55098,0.586275
0.582353,0.641176,0.333304,0.637255,0.585192,0.570588,0.57451,0.529367,0.554902,0.613725,0.672549,0.684592,0.394118,0.692157,0.660784
0.460784,0.362745,0.156543,0.476471,0.461023,0.370588,0.55098,0.364622,0.413725,0.492157,0.515686,0.528541,0.460784,0.539216,0.582353
0.668627,0.782353,0.652816,0.7,0.688165,0.868627,0.688235,0.673968,0.668627,0.735294,0.794118,0.79385,0.543137,0.794118,0.798039
0.617647,0.743137,0.60253,0.652941,0.64315,0.84902,0.645098,0.624289,0.617647,0.7,0.758824,0.758431,0.837255,0.758824,0.766667
0.570588,0.570588,0.558927,0.605882,0.60367,0.829412,0.601961,0.580198,0.570588,0.672549,0.727451,0.726921,0.433333,0.727451,0.735294
0.566667,0.527451,0.519651,0.566667,0.568227,0.798039,0.566667,0.53983,0.527451,0.641176,0.692157,0.692157,0.401961,0.692157,0.707843
0.535294,0.488235,0.48394,0.527451,0.535715,0.786275,0.535294,0.502823,0.488235,0.613725,0.664706,0.664706,0.554902,0.664706,0.684314
0.480392,0.413725,0.422085,0.456863,0.481152,0.747059,0.480392,0.437828,0.456863,0.582353,0.613725,0.613574,0.645098,0.613725,0.633333
0.456863,0.382353,0.395301,0.42549,0.457179,0.719608,0.464706,0.409551,0.429412,0.562745,0.586275,0.586123,0.621569,0.586275,0.613725
0.433333,0.315686,0.370908,0.398039,0.434698,0.7,0.445098,0.383736,0.409804,0.531373,0.566667,0.566218,0.511765,0.566667,0.594118
0.413725,0.292157,0.348541,0.370588,0.415026,0.664706,0.480392,0.360069,0.386275,0.515686,0.539216,0.546561,0.5,0.547059,0.57451
